Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Brooklyn Heights,40.69586372272408,-73.99378225496423,Bamboo Bites,40.69504747901711,-73.99939610479981,Food Truck
Brooklyn Heights,40.69586372272408,-73.99378225496423,Tutt Cafe,40.70028533048703,-73.99342158586798,Middle Eastern Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,The Heights Players Theatre,40.693004781613084,-73.99829256821472,Indie Theater
Brooklyn Heights,40.69586372272408,-73.99378225496423,LOFT,40.694982,-73.994375,Women's Store
Brooklyn Heights,40.69586372272408,-73.99378225496423,Maison Kayser,40.69216629075083,-73.99109172940383,Bakery
Brooklyn Heights,40.69586372272408,-73.99378225496423,Montague Wine & Spirits,40.69528101567161,-73.99619777391234,Wine Shop
Brooklyn Heights,40.69586372272408,-73.99378225496423,Juice Press At Equinox Brooklyn Heights,40.69262946736296,-73.99149613314877,Juice Bar
Brooklyn Heights,40.69586372272408,-73.99378225496423,Nanatori,40.69452395493607,-73.99267602133101,Sushi Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,CVS/Pharmacy,40.69414755697573,-73.99243362213404,Pharmacy
Brooklyn Heights,40.69586372272408,-73.99378225496423,Henry Street Ale House,40.699251,-73.992284,Pub
Brooklyn Heights,40.69586372272408,-73.99378225496423,Park Plaza Diner,40.69779079038551,-73.9916819489333,Diner
Brooklyn Heights,40.69586372272408,-73.99378225496423,Dos Toros Taquería,40.691957,-73.991387,Burrito Place
Brooklyn Heights,40.69586372272408,-73.99378225496423,Brooklyn Heights Wine Bar,40.69947349188776,-73.99206686289888,Wine Bar
Brooklyn Heights,40.69586372272408,-73.99378225496423,MontyQ's Brick Oven Pizza,40.69436997583063,-73.99287901277606,Pizza Place
Brooklyn Heights,40.69586372272408,-73.99378225496423,Diva Salon and Spa,40.69915421519978,-73.99215006500445,Salon / Barbershop
Brooklyn Heights,40.69586372272408,-73.99378225496423,Eastern Athletic Club,40.69833677476009,-73.99394843094989,Gym
Brooklyn Heights,40.69586372272408,-73.99378225496423,Montague Street Bagels,40.69500736963899,-73.9950757013036,Bagel Shop
Brooklyn Heights,40.69586372272408,-73.99378225496423,Chocolate Works,40.69498816543516,-73.99499126469863,Chocolate Shop
Brooklyn Heights,40.69586372272408,-73.99378225496423,Pineapple Walk,40.698113480955556,-73.99273497041459,Plaza
Brooklyn Heights,40.69586372272408,-73.99378225496423,Court Street Office Supplies,40.692761159089194,-73.99075161024365,Paper / Office Supplies Store
Brooklyn Heights,40.69586372272408,-73.99378225496423,The Vitamin Shoppe,40.692922,-73.9909732,Supplement Shop
Brooklyn Heights,40.69586372272408,-73.99378225496423,Teresa's Restaurant,40.695238876311734,-73.9960558355363,Eastern European Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,honeygrow,40.69259944519508,-73.99140945063183,Salad Place
Brooklyn Heights,40.69586372272408,-73.99378225496423,Antonio's Pizzeria,40.69289365256406,-73.99058652105266,Pizza Place
Brooklyn Heights,40.69586372272408,-73.99378225496423,Heights Cafe,40.69520082413794,-73.99589275866926,American Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,Gallito's Kitchen,40.6946138064606,-73.99374387205967,Mexican Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,Plymouth Cafe,40.69812636312498,-73.99264919906126,Deli / Bodega
Brooklyn Heights,40.69586372272408,-73.99378225496423,Bevacco,40.69934693656375,-73.99213688652104,Italian Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,Asya Indian Restaurant,40.699607,-73.99211,Indian Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,Heights Deli & Convenience,40.69518451444006,-73.99578532096776,Deli / Bodega
Brooklyn Heights,40.69586372272408,-73.99378225496423,Dunkin',40.6922,-73.991345,Donut Shop
Brooklyn Heights,40.69586372272408,-73.99378225496423,Fortune House,40.698411434008214,-73.99254201285272,Chinese Restaurant
Brooklyn Heights,40.69586372272408,-73.99378225496423,Key Food,40.695052029613194,-73.99536717074027,Supermarket
Cobble Hill,40.687919722485574,-73.99856139218463,Cobble Hill Park,40.688148727061524,-73.99575586235375,Playground
Cobble Hill,40.687919722485574,-73.99856139218463,Bonafide Deli & Cafe,40.68703485486189,-73.99963617324829,Deli / Bodega
Cobble Hill,40.687919722485574,-73.99856139218463,La Vara,40.68785080611599,-73.99558233584929,Spanish Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Henry Street Pilates,40.6881139497672,-73.99750763847939,Pilates Studio
Cobble Hill,40.687919722485574,-73.99856139218463,The Hop Shop,40.687549212081024,-74.0013329507082,Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Hibino,40.69007601730789,-73.99649744997076,Japanese Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Lillo,40.690199941477445,-73.99654010450837,Italian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Saint Julivert Fisherie,40.68793043733788,-73.99554829555922,Seafood Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Freebird Books & Goods,40.68750419577483,-74.00138805320995,Bookstore
Cobble Hill,40.687919722485574,-73.99856139218463,Henry Public,40.69041286465585,-73.99641156481655,Gastropub
Cobble Hill,40.687919722485574,-73.99856139218463,Popina,40.687419734537926,-74.00143152860893,Italian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Colonie,40.69073324250775,-73.99596314123242,American Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,The Long Island Bar,40.690642796181855,-73.99631850047321,Cocktail Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Elsa,40.69042702380327,-73.99527736744164,Cocktail Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Anor Spa,40.69002789334943,-73.9963497240098,Spa
Cobble Hill,40.687919722485574,-73.99856139218463,Goose Barnacle,40.69109556204666,-73.99747410833052,Men's Store
Cobble Hill,40.687919722485574,-73.99856139218463,LICH Toddler Playground,40.68986587062486,-73.99685304744763,Playground
Cobble Hill,40.687919722485574,-73.99856139218463,Columbia Street Waterfront,40.68787890576805,-74.0018892288208,Waterfront
Cobble Hill,40.687919722485574,-73.99856139218463,Vekslers,40.68534457902491,-74.00068713289978,Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Fish Tales,40.68762156527144,-73.99342899470334,Fish Market
Cobble Hill,40.687919722485574,-73.99856139218463,Luzzo's BK,40.69055503930633,-73.9953332077974,Pizza Place
Cobble Hill,40.687919722485574,-73.99856139218463,June Wine Bar,40.686138934394656,-73.99404940709272,Wine Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Farmacy & Soda Fountain,40.68407117141479,-73.99930907835255,Ice Cream Shop
Cobble Hill,40.687919722485574,-73.99856139218463,MilkMade Tasting Room,40.684265380526334,-73.99969640964743,Ice Cream Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Table 87,40.69116378701994,-73.99744297710961,Italian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Chez Moi,40.690654299028225,-73.99577681819873,French Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Marine Layer,40.68739287003023,-73.99344815039953,Boutique
Cobble Hill,40.687919722485574,-73.99856139218463,Mala Yoga,40.68837637516381,-73.99309685150189,Yoga Studio
Cobble Hill,40.687919722485574,-73.99856139218463,Krok,40.687569,-74.001258,Thai Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Yoga Project,40.684417074692256,-74.00026461586543,Yoga Studio
Cobble Hill,40.687919722485574,-73.99856139218463,Fare & Folk,40.68750463571392,-73.99781630830245,Coffee Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Joya,40.68670796457312,-73.99371822043527,Thai Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Heights Chateau,40.69076663473582,-73.9960339523652,Wine Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Hadramout Restaurant,40.6898184,-73.9938774,Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Yemen Cafe,40.690026174960735,-73.99357867402284,Middle Eastern Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Fatoosh BBQ & Pizza,40.69132782253778,-73.9977394761376,Middle Eastern Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Beasts & Bottles,40.69048851308257,-73.99510751023935,New American Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Henry Street Wines & Liquors,40.68440446539889,-73.99926887686253,Wine Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Cobblestone Foods,40.68728143492344,-73.99354210849161,Gourmet Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Moo Burger,40.68584457538074,-73.99422868325722,Burger Joint
Cobble Hill,40.687919722485574,-73.99856139218463,Awash Ethiopian Restaurant,40.68574,-73.994393,Ethiopian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Oh! Dumplings,40.687722313444915,-73.992943093669,Dumpling Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Court Street Bagels,40.688026,-73.99306,Bagel Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Poppy's Catering + Events,40.684235179644695,-73.99692476598801,Food & Drink Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Idlewild Books,40.68637399111778,-73.9936794516535,Bookstore
Cobble Hill,40.687919722485574,-73.99856139218463,The Chocolate Room,40.68482443807677,-73.9946722086937,Dessert Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Floyd NY,40.690671,-73.995587,Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Atlantic Fruits & Vegetables,40.69013880307636,-73.99377710377884,Grocery Store
Cobble Hill,40.687919722485574,-73.99856139218463,Element Healing Arts,40.68353740451318,-73.99983508122628,Yoga Studio
Cobble Hill,40.687919722485574,-73.99856139218463,Alma,40.68569002042738,-74.0023013251684,Mexican Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Montero Bar & Grill,40.69120728950072,-73.99797228031336,Dive Bar
Cobble Hill,40.687919722485574,-73.99856139218463,B61,40.685682195969804,-74.00233476645471,Dive Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Benefit Cosmetics,40.688131788291294,-73.99336743360527,Cosmetics Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Adam Yauch Park,40.69214551471285,-73.9988930153191,Park
Cobble Hill,40.687919722485574,-73.99856139218463,Sam's Italian Cuisine,40.68582083666667,-73.9942546069965,Pizza Place
Cobble Hill,40.687919722485574,-73.99856139218463,Pure Barre Brooklyn,40.68502762774786,-73.99487516013619,Gym / Fitness Center
Cobble Hill,40.687919722485574,-73.99856139218463,Darna,40.68698011625574,-73.99364962135886,Falafel Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Hatchet Outdoor Supply Co.,40.69115421140025,-73.99775904705332,Sporting Goods Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Love Thy Pet,40.68379274077758,-74.00088247994233,Pet Store
Cobble Hill,40.687919722485574,-73.99856139218463,Mini Max Toys and Cuts,40.69031309789149,-73.99462650533621,Salon / Barbershop
Cobble Hill,40.687919722485574,-73.99856139218463,Congress,40.68691293283543,-73.99373473873149,Cocktail Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Picture Room,40.690954008039874,-73.99634778499603,Art Gallery
Cobble Hill,40.687919722485574,-73.99856139218463,Cobble Hill Cinemas,40.68483225711327,-73.99450049084267,Indie Movie Theater
Cobble Hill,40.687919722485574,-73.99856139218463,Sultan Restaurant & Cafe Lounge,40.69039163999588,-73.99495552949723,Mediterranean Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Swallow Cafe,40.69015355837622,-73.99433454375975,Coffee Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Mitoushi Sushi,40.690181794018244,-73.99398312402836,Japanese Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Carpe Donut NYC,40.6876638374053,-73.99333024988462,Food Truck
Cobble Hill,40.687919722485574,-73.99856139218463,Mex Carroll's Diner,40.685510319269106,-74.00250985465031,Diner
Cobble Hill,40.687919722485574,-73.99856139218463,Brado,40.69045044404489,-73.99494165015247,Pizza Place
Cobble Hill,40.687919722485574,-73.99856139218463,Libertador,40.68739448151068,-73.99789801001056,Argentinian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Pizzazzz Toyz,40.6846180285592,-73.99484056066986,Toy / Game Store
Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Heights Deli,40.69135540592574,-73.99600854870859,Deli / Bodega
Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Strength,40.68911630524743,-73.99293995773438,Gym
Cobble Hill,40.687919722485574,-73.99856139218463,Diane T,40.687796793315684,-73.99317530121836,Boutique
Cobble Hill,40.687919722485574,-73.99856139218463,Papél New York,40.686209237964704,-73.99402314264904,Gift Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Picnic,40.688435409017515,-73.99334343696023,Kids Store
Cobble Hill,40.687919722485574,-73.99856139218463,Le Boudoir,40.69063597340363,-73.99576250882095,Speakeasy
Cobble Hill,40.687919722485574,-73.99856139218463,Osaka,40.684786519974274,-73.99477686143256,Sushi Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Blossom Ice Cream,40.68711913363581,-73.99356929929273,Ice Cream Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Indian Table,40.68596525358395,-73.99419452069331,Indian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Cobble Hill Variety & Mailing,40.68455,-73.99902,Paper / Office Supplies Store
Cobble Hill,40.687919722485574,-73.99856139218463,Dreams Gourmet,40.68792789185433,-73.99311859487885,Deli / Bodega
Cobble Hill,40.687919722485574,-73.99856139218463,Margaret Palca Bakes,40.685528866308935,-74.00244449331758,Bakery
Cobble Hill,40.687919722485574,-73.99856139218463,Espresso Me,40.69095211398312,-73.99744811084277,Coffee Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Buddy's Burrito & Taco Bar,40.68510662243315,-73.99459248691613,Burrito Place
Cobble Hill,40.687919722485574,-73.99856139218463,Francesco's,40.683608839043046,-73.99975123527463,Pizza Place
Cobble Hill,40.687919722485574,-73.99856139218463,La Cigogne,40.683459214631846,-73.99932235479355,French Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Amy’s Bread,40.69098341940025,-73.99613244023445,Bakery
Cobble Hill,40.687919722485574,-73.99856139218463,Van Vorhees Playground,40.68964096941371,-73.99935593420683,Playground
Cobble Hill,40.687919722485574,-73.99856139218463,Seaport Flowers,40.691093971269204,-73.99606820418947,Flower Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Collective,40.684863861378886,-74.00285985842135,Gift Shop
Cobble Hill,40.687919722485574,-73.99856139218463,boutros,40.690052837731436,-73.99356190189611,New American Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Mazzat,40.684956,-74.002884,Mediterranean Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Baskin-Robbins,40.684640273307174,-73.99658988168842,Ice Cream Shop
Cobble Hill,40.687919722485574,-73.99856139218463,Salter House,40.69087819947039,-73.99630721466154,Coffee Shop
Cobble Hill,40.687919722485574,-73.99856139218463,LICH Child's Playground,40.690323587958446,-73.99658447273445,Playground
Cobble Hill,40.687919722485574,-73.99856139218463,40 Knots,40.68528332626902,-74.00256789869438,Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Roebling Inn,40.69102753039663,-73.99714555527933,Bar
Cobble Hill,40.687919722485574,-73.99856139218463,Casa Di Campagna,40.687646284818804,-74.0012823747063,Italian Restaurant
Cobble Hill,40.687919722485574,-73.99856139218463,Let's Pet,40.68744428857685,-73.99762859073955,Pet Store
Carroll Gardens,40.68054023107649,-73.99465372828006,East One Coffee Roasters,40.681128035266816,-73.99652634325895,Coffee Shop
Carroll Gardens,40.68054023107649,-73.99465372828006,Avlee Greek Kitchen,40.679975303933674,-73.99498828355762,Greek Restaurant
Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Park,40.68090072479618,-73.99498436689395,Park
Carroll Gardens,40.68054023107649,-73.99465372828006,G Esposito & Sons,40.681945082807104,-73.99610874436799,Butcher
Carroll Gardens,40.68054023107649,-73.99465372828006,Brooklyn Social,40.6805555056908,-73.99469005211638,Cocktail Bar
Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Gardens Greenmarket,40.68058328929679,-73.99476444056779,Farmers Market
Carroll Gardens,40.68054023107649,-73.99465372828006,Planted,40.68065032096497,-73.99469210812528,Coffee Shop
Carroll Gardens,40.68054023107649,-73.99465372828006,The Painted Pot,40.680446049433954,-73.99469724346402,Arts & Crafts Store
Carroll Gardens,40.68054023107649,-73.99465372828006,Monteleone's Bakery,40.68194002100747,-73.99609790259039,Bakery
Carroll Gardens,40.68054023107649,-73.99465372828006,Smith Canteen,40.6803319104188,-73.99480141086987,Café
Carroll Gardens,40.68054023107649,-73.99465372828006,Black Mountain Wine House,40.68088122945771,-73.9916760049903,Wine Bar
Carroll Gardens,40.68054023107649,-73.99465372828006,Relaxing On Smith,40.682052682471564,-73.9936405246949,Spa
Carroll Gardens,40.68054023107649,-73.99465372828006,The Brooklyn Strategist,40.682813350401155,-73.99567975137234,Gaming Cafe
Carroll Gardens,40.68054023107649,-73.99465372828006,Bar Great Harry,40.682337792970536,-73.99352293676533,Bar
Carroll Gardens,40.68054023107649,-73.99465372828006,Fragole,40.680805,-73.99689,Italian Restaurant
Carroll Gardens,40.68054023107649,-73.99465372828006,A*line PILATES,40.68100689530773,-73.99645638416673,Pilates Studio
Carroll Gardens,40.68054023107649,-73.99465372828006,Emma’s Torch,40.68010548995378,-73.99494792909908,Restaurant
Carroll Gardens,40.68054023107649,-73.99465372828006,Vinny's of Carroll Gardens,40.681885,-73.99357,Italian Restaurant
